environment | time (second),ion_concentrations | glucose_i (M),ion_concentrations | glucose_o (M),ion_concentrations | Na_i (M),ion_concentrations | Na_o (M),ion_concentrations | V (volt),ion_concentrations | V' (volt/second),kinetic_equations | C_1 (umol),kinetic_equations | C_1' (umol/second),kinetic_equations | C_2 (umol),kinetic_equations | C_2' (umol/second),kinetic_equations | C_3 (umol),kinetic_equations | C_3' (umol/second),kinetic_equations | C_4 (umol),kinetic_equations | C_4' (umol/second),kinetic_equations | C_5 (umol),kinetic_equations | C_5' (umol/second),kinetic_equations | C_6 (umol),kinetic_equations | C_6_temp (umol),kinetic_equations | C_6_temp' (umol/second),king_altman_states | C1 (umol),king_altman_states | C1_sum (per_second5),king_altman_states | C2 (umol),king_altman_states | C2_sum (per_second5),king_altman_states | C3 (umol),king_altman_states | C3_sum (per_second5),king_altman_states | C4 (umol),king_altman_states | C4_sum (per_second5),king_altman_states | C5 (umol),king_altman_states | C5_sum (per_second5),king_altman_states | C6 (umol),king_altman_states | C6_sum (per_second5),king_altman_states | C_sum (per_second5),NBC_current | I_NaGl_pSS (uA),NBC_current | I_NaGl_SS (uA),NBC_current | J_Na (umol_per_second),parameters | alpha_p (dimensionless),parameters | alpha_pp (dimensionless),parameters | area (um2),parameters | C_T (umol),parameters | delta (dimensionless),parameters | F (C_per_mol),parameters | k0_12 (per_M_per_second),parameters | k0_16 (per_second),parameters | k0_21 (per_second),parameters | k0_23 (per_M_per_second),parameters | k0_25 (per_second),parameters | k0_32 (per_second),parameters | k0_34 (per_second),parameters | k0_43 (per_second),parameters | k0_45 (per_second),parameters | k0_52 (per_second),parameters | k0_54 (per_M_per_second),parameters | k0_56 (per_second),parameters | k0_61 (per_second),parameters | k0_65 (per_M_per_second),parameters | mu (dimensionless),parameters | n (dimensionless),parameters | N_Avo (per_mol),parameters | N_C (dimensionless),parameters | R (J_per_K_per_mol),parameters | T (kelvin),parameters | z_c (dimensionless),parameters | z_Na (dimensionless),phenomonological_constants | alpha (M2),phenomonological_constants | beta (M),phenomonological_constants | chi (M),phenomonological_constants | epsilon (per_second),phenomonological_constants | gamma (M2_per_second),phenomonological_constants | Imax_gluc (uA),phenomonological_constants | Imax_Na (uA),phenomonological_constants | Khalf_gluc (M),phenomonological_constants | Khalf_Na (M),phenomonological_constants | lambda (per_M2_per_second5),phenomonological_constants | phi (M_per_second),rate_constants | k0_54_temp (per_M_per_second),rate_constants | k_12 (per_second),rate_constants | k_16 (per_second),rate_constants | k_21 (per_second),rate_constants | k_23 (per_second),rate_constants | k_25 (per_second),rate_constants | k_32 (per_second),rate_constants | k_34 (per_second),rate_constants | k_43 (per_second),rate_constants | k_45 (per_second),rate_constants | k_52 (per_second),rate_constants | k_52_temp (per_second),rate_constants | k_54 (per_second),rate_constants | k_56 (per_second),rate_constants | k_61 (per_second),rate_constants | k_65 (per_second),rate_constants | ks_12 (per_M_per_second),rate_constants | Na_o (M),rate_constants | Na_i (M)
0.026,0,0.001,0.01,0.1,-0.149997,0.0001,3.92E-09,5.15E-13,1.02E-07,2.07E-10,1.52E-08,3.53E-11,8.91E-10,3.65E-13,1.49E-08,1.12E-10,3.07E-09,3.07E-09,-2.48E-11,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686721,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.6153,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479519,0.003014,-21.0717,1.09E-09,-0.564485,-0.141505,0.0031172,0.00306282,1.06E+16,-3.00E-05,6.72E+06,4643.38,14.0106,172.288,10,0.01,20,50,50,800,0.168,0.17,0,48,249.811,0.5,46433.8,0.1,0.01
0.027,0,0.001,0.01,0.1,-0.149997,0.0001,3.92E-09,3.82E-13,1.02E-07,1.88E-10,1.52E-08,3.39E-11,8.91E-10,4.18E-13,1.49E-08,1.09E-10,3.07E-09,3.07E-09,-2.20E-11,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686702,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.6153,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479519,0.003014,-21.0717,1.09E-09,-0.564485,-0.141505,0.0031172,0.00306282,1.06E+16,-3.00E-05,6.72E+06,4643.38,14.0106,172.288,10,0.01,20,50,50,800,0.168,0.17,0,48,249.811,0.5,46433.8,0.1,0.01
0.028,0,0.001,0.01,0.1,-0.149997,0.0001,3.92E-09,2.49E-13,1.02E-07,1.70E-10,1.52E-08,3.25E-11,8.91E-10,4.70E-13,1.49E-08,1.06E-10,3.07E-09,3.07E-09,-1.93E-11,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686683,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.6153,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479519,0.003014,-21.0717,1.09E-09,-0.564485,-0.141505,0.0031172,0.00306282,1.06E+16,-3.00E-05,6.72E+06,4643.38,14.0106,172.288,10,0.01,20,50,50,800,0.168,0.17,0,48,249.81,0.5,46433.8,0.1,0.01
0.029,0,0.001,0.01,0.1,-0.149997,0.0001,3.92E-09,1.16E-13,1.02E-07,1.51E-10,1.52E-08,3.11E-11,8.91E-10,5.23E-13,1.49E-08,1.04E-10,3.07E-09,3.07E-09,-1.66E-11,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686664,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61529,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.00047952,0.003014,-21.0717,1.09E-09,-0.564485,-0.141505,0.0031172,0.00306283,1.06E+16,-3.00E-05,6.72E+06,4643.37,14.0106,172.289,10,0.01,20,50,50,800,0.168,0.17,0,48,249.81,0.5,46433.7,0.1,0.01
0.03,0,0.001,0.01,0.1,-0.149997,0.0001,3.92E-09,-1.68E-14,1.02E-07,1.32E-10,1.52E-08,2.96E-11,8.91E-10,5.76E-13,1.49E-08,1.01E-10,3.07E-09,3.07E-09,-1.39E-11,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686645,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61529,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.00047952,0.003014,-21.0717,1.09E-09,-0.564485,-0.141505,0.0031172,0.00306283,1.06E+16,-3.00E-05,6.72E+06,4643.37,14.0107,172.289,10,0.01,20,50,50,800,0.168,0.17,0,48,249.81,0.5,46433.7,0.1,0.01
0.031,0,0.001,0.01,0.1,-0.149997,0.0001,3.92E-09,-1.50E-13,1.02E-07,1.13E-10,1.52E-08,2.82E-11,8.91E-10,6.28E-13,1.49E-08,9.76E-11,3.07E-09,3.07E-09,-1.12E-11,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686626,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61529,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.00047952,0.003014,-21.0717,1.09E-09,-0.564485,-0.141505,0.0031172,0.00306284,1.06E+16,-3.00E-05,6.72E+06,4643.37,14.0107,172.289,10,0.01,20,50,50,800,0.168,0.17,0,48,249.809,0.5,46433.7,0.1,0.01
0.032,0,0.001,0.01,0.1,-0.149997,0.0001,3.92E-09,-2.82E-13,1.02E-07,9.41E-11,1.52E-08,2.68E-11,8.91E-10,6.81E-13,1.49E-08,9.47E-11,3.07E-09,3.07E-09,-8.44E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686608,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61528,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.00047952,0.003014,-21.0717,1.09E-09,-0.564485,-0.141505,0.0031172,0.00306284,1.06E+16,-3.00E-05,6.72E+06,4643.37,14.0107,172.289,10,0.01,20,50,50,800,0.168,0.17,0,48,249.809,0.5,46433.7,0.1,0.01
0.033,0,0.001,0.01,0.1,-0.149997,0.0001,3.92E-09,-4.15E-13,1.02E-07,7.52E-11,1.52E-08,2.54E-11,8.91E-10,7.34E-13,1.49E-08,9.18E-11,3.07E-09,3.07E-09,-5.72E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686589,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61528,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479521,0.003014,-21.0717,1.09E-09,-0.564484,-0.141505,0.0031172,0.00306284,1.06E+16,-3.00E-05,6.72E+06,4643.36,14.0107,172.289,10,0.01,20,50,50,800,0.168,0.17,0,48,249.809,0.5,46433.6,0.1,0.01
0.034,0,0.001,0.01,0.1,-0.149997,0.0001,3.92E-09,-5.48E-13,1.02E-07,5.64E-11,1.52E-08,2.39E-11,8.91E-10,7.86E-13,1.49E-08,8.88E-11,3.07E-09,3.07E-09,-3.00E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.068657,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61528,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479521,0.003014,-21.0717,1.09E-09,-0.564484,-0.141505,0.0031172,0.00306285,1.06E+16,-3.00E-05,6.72E+06,4643.36,14.0107,172.289,10,0.01,20,50,50,800,0.168,0.17,0,48,249.808,0.5,46433.6,0.1,0.01
0.035,0,0.001,0.01,0.1,-0.149996,0.0001,3.92E-09,-6.81E-13,1.02E-07,3.75E-11,1.52E-08,2.25E-11,8.91E-10,8.39E-13,1.49E-08,8.59E-11,3.07E-09,3.07E-09,-2.75E-13,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686551,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61527,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479521,0.003014,-21.0717,1.09E-09,-0.564484,-0.141505,0.00311719,0.00306285,1.06E+16,-3.00E-05,6.72E+06,4643.36,14.0108,172.289,10,0.01,20,50,50,800,0.168,0.17,0,48,249.808,0.5,46433.6,0.1,0.01
0.036,0,0.001,0.01,0.1,-0.149996,0.0001,3.92E-09,-8.13E-13,1.02E-07,1.86E-11,1.52E-08,2.11E-11,8.91E-10,8.91E-13,1.49E-08,8.30E-11,3.07E-09,3.07E-09,2.45E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686532,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61527,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479521,0.00301399,-21.0717,1.09E-09,-0.564484,-0.141505,0.00311719,0.00306285,1.06E+16,-3.00E-05,6.72E+06,4643.36,14.0108,172.289,10,0.01,20,50,50,800,0.168,0.17,0,48,249.808,0.5,46433.6,0.1,0.01
0.037,0,0.001,0.01,0.1,-0.149996,0.0001,3.92E-09,-9.46E-13,1.02E-07,-2.61E-13,1.52E-08,1.97E-11,8.91E-10,9.44E-13,1.49E-08,8.00E-11,3.07E-09,3.07E-09,5.17E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686513,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61526,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479522,0.00301399,-21.0717,1.09E-09,-0.564484,-0.141505,0.00311719,0.00306286,1.06E+16,-3.00E-05,6.72E+06,4643.35,14.0108,172.289,10,0.01,20,50,50,800,0.168,0.17,0,48,249.807,0.5,46433.5,0.1,0.01
0.038,0,0.001,0.01,0.1,-0.149996,0.0001,3.92E-09,-1.08E-12,1.02E-07,-1.91E-11,1.52E-08,1.82E-11,8.91E-10,9.97E-13,1.49E-08,7.71E-11,3.07E-09,3.07E-09,7.89E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686494,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61526,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479522,0.00301399,-21.0717,1.09E-09,-0.564484,-0.141505,0.00311719,0.00306286,1.06E+16,-3.00E-05,6.72E+06,4643.35,14.0108,172.289,10,0.01,20,50,50,800,0.168,0.17,0,48,249.807,0.5,46433.5,0.1,0.01
0.039,0,0.001,0.01,0.1,-0.149996,0.0001,3.92E-09,-1.09E-12,1.02E-07,-2.10E-11,1.52E-08,1.80E-11,8.91E-10,9.99E-13,1.49E-08,7.66E-11,3.07E-09,3.07E-09,8.15E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686492,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61526,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479522,0.00301399,-21.0717,1.09E-09,-0.564484,-0.141505,0.00311719,0.00306287,1.06E+16,-3.00E-05,6.72E+06,4643.35,14.0108,172.289,10,0.01,20,50,50,800,0.168,0.17,0,48,249.807,0.5,46433.5,0.1,0.01
0.04,0,0.001,0.01,0.1,-0.149996,0.0001,3.92E-09,-1.08E-12,1.02E-07,-2.09E-11,1.52E-08,1.80E-11,8.91E-10,9.96E-13,1.49E-08,7.64E-11,3.07E-09,3.07E-09,8.14E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686492,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61525,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479523,0.00301399,-21.0717,1.09E-09,-0.564484,-0.141505,0.00311719,0.00306287,1.06E+16,-3.00E-05,6.72E+06,4643.35,14.0108,172.29,10,0.01,20,50,50,800,0.168,0.17,0,48,249.806,0.5,46433.5,0.1,0.01
0.041,0,0.001,0.01,0.1,-0.149996,0.0001,3.92E-09,-1.07E-12,1.02E-07,-2.09E-11,1.52E-08,1.79E-11,8.91E-10,9.93E-13,1.49E-08,7.62E-11,3.07E-09,3.07E-09,8.13E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686492,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61525,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479523,0.00301399,-21.0717,1.09E-09,-0.564484,-0.141505,0.00311719,0.00306287,1.06E+16,-3.00E-05,6.72E+06,4643.34,14.0109,172.29,10,0.01,20,50,50,800,0.168,0.17,0,48,249.806,0.5,46433.4,0.1,0.01
0.042,0,0.001,0.01,0.1,-0.149996,0.0001,3.92E-09,-1.06E-12,1.02E-07,-2.09E-11,1.52E-08,1.79E-11,8.91E-10,9.90E-13,1.49E-08,7.60E-11,3.07E-09,3.07E-09,8.12E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686492,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61525,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479523,0.00301399,-21.0717,1.09E-09,-0.564484,-0.141505,0.00311719,0.00306288,1.06E+16,-3.00E-05,6.72E+06,4643.34,14.0109,172.29,10,0.01,20,50,50,800,0.168,0.17,0,48,249.806,0.5,46433.4,0.1,0.01
0.043,0,0.001,0.01,0.1,-0.149996,0.0001,3.92E-09,-1.06E-12,1.02E-07,-2.09E-11,1.52E-08,1.78E-11,8.91E-10,9.87E-13,1.49E-08,7.58E-11,3.07E-09,3.07E-09,8.11E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686492,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61524,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479523,0.00301399,-21.0717,1.09E-09,-0.564484,-0.141505,0.00311719,0.00306288,1.06E+16,-3.00E-05,6.72E+06,4643.34,14.0109,172.29,10,0.01,20,50,50,800,0.168,0.17,0,48,249.805,0.5,46433.4,0.1,0.01
0.044,0,0.001,0.01,0.1,-0.149996,0.0001,3.92E-09,-1.05E-12,1.02E-07,-2.08E-11,1.52E-08,1.78E-11,8.91E-10,9.84E-13,1.49E-08,7.55E-11,3.07E-09,3.07E-09,8.10E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686492,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61524,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479524,0.00301399,-21.0717,1.09E-09,-0.564484,-0.141505,0.00311719,0.00306288,1.06E+16,-3.00E-05,6.72E+06,4643.33,14.0109,172.29,10,0.01,20,50,50,800,0.168,0.17,0,48,249.805,0.5,46433.3,0.1,0.01
0.045,0,0.001,0.01,0.1,-0.149995,0.0001,3.92E-09,-1.04E-12,1.02E-07,-2.08E-11,1.52E-08,1.77E-11,8.91E-10,9.81E-13,1.49E-08,7.53E-11,3.07E-09,3.07E-09,8.09E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686492,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61523,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479524,0.00301399,-21.0717,1.09E-09,-0.564484,-0.141505,0.00311719,0.00306289,1.06E+16,-3.00E-05,6.72E+06,4643.33,14.0109,172.29,10,0.01,20,50,50,800,0.168,0.17,0,48,249.805,0.5,46433.3,0.1,0.01
0.046,0,0.001,0.01,0.1,-0.149995,0.0001,3.92E-09,-1.04E-12,1.02E-07,-2.08E-11,1.52E-08,1.77E-11,8.91E-10,9.78E-13,1.49E-08,7.51E-11,3.07E-09,3.07E-09,8.08E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686492,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61523,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479524,0.00301399,-21.0717,1.09E-09,-0.564484,-0.141505,0.00311719,0.00306289,1.06E+16,-3.00E-05,6.72E+06,4643.33,14.011,172.29,10,0.01,20,50,50,800,0.168,0.17,0,48,249.804,0.5,46433.3,0.1,0.01
0.047,0,0.001,0.01,0.1,-0.149995,0.0001,3.92E-09,-1.03E-12,1.02E-07,-2.07E-11,1.52E-08,1.76E-11,8.91E-10,9.75E-13,1.49E-08,7.49E-11,3.07E-09,3.07E-09,8.08E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686492,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61523,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479525,0.00301399,-21.0717,1.09E-09,-0.564484,-0.141505,0.00311719,0.00306289,1.06E+16,-3.00E-05,6.72E+06,4643.33,14.011,172.29,10,0.01,20,50,50,800,0.168,0.17,0,48,249.804,0.5,46433.3,0.1,0.01
0.048,0,0.001,0.01,0.1,-0.149995,0.0001,3.92E-09,-1.02E-12,1.02E-07,-2.07E-11,1.52E-08,1.75E-11,8.91E-10,9.72E-13,1.49E-08,7.47E-11,3.07E-09,3.07E-09,8.07E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686492,-0.0686497,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61522,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479525,0.00301399,-21.0717,1.09E-09,-0.564484,-0.141505,0.00311719,0.0030629,1.06E+16,-3.00E-05,6.72E+06,4643.32,14.011,172.29,10,0.01,20,50,50,800,0.168,0.17,0,48,249.804,0.5,46433.2,0.1,0.01
0.049,0,0.001,0.01,0.1,-0.149995,0.0001,3.92E-09,-1.02E-12,1.02E-07,-2.07E-11,1.52E-08,1.75E-11,8.91E-10,9.69E-13,1.49E-08,7.45E-11,3.07E-09,3.07E-09,8.06E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686492,-0.0686496,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61522,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479525,0.00301399,-21.0717,1.09E-09,-0.564483,-0.141505,0.00311719,0.0030629,1.06E+16,-3.00E-05,6.72E+06,4643.32,14.011,172.29,10,0.01,20,50,50,800,0.168,0.17,0,48,249.804,0.5,46433.2,0.1,0.01
0.05,0,0.001,0.01,0.1,-0.149995,0.0001,3.92E-09,-1.01E-12,1.02E-07,-2.07E-11,1.52E-08,1.74E-11,8.91E-10,9.66E-13,1.49E-08,7.43E-11,3.07E-09,3.07E-09,8.05E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686492,-0.0686496,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61522,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479525,0.00301399,-21.0717,1.09E-09,-0.564483,-0.141505,0.00311719,0.00306291,1.06E+16,-3.00E-05,6.72E+06,4643.32,14.011,172.291,10,0.01,20,50,50,800,0.168,0.17,0,48,249.803,0.5,46433.2,0.1,0.01
0.051,0,0.001,0.01,0.1,-0.149995,0.0001,3.92E-09,-1.00E-12,1.02E-07,-2.06E-11,1.52E-08,1.74E-11,8.91E-10,9.63E-13,1.49E-08,7.41E-11,3.07E-09,3.07E-09,8.04E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.66E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686492,-0.0686496,7.12E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61521,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479526,0.00301399,-21.0717,1.09E-09,-0.564483,-0.141505,0.00311719,0.00306291,1.06E+16,-3.00E-05,6.72E+06,4643.32,14.011,172.291,10,0.01,20,50,50,800,0.168,0.17,0,48,249.803,0.5,46433.2,0.1,0.01
