cell | V (mV),INa | xina (nA_per_nF)
16.1483,2.75E-11
16.1421,2.92E-11
16.1358,2.96E-11
16.1296,3.13E-11
16.1235,3.61E-11
16.1173,4.07E-11
16.1112,4.50E-11
16.1051,4.89E-11
16.099,5.24E-11
16.093,5.56E-11
16.0869,5.83E-11
16.0809,6.05E-11
16.0749,6.23E-11
16.0689,6.34E-11
16.063,6.40E-11
16.0571,6.40E-11
16.0512,6.33E-11
16.0453,6.20E-11
16.0394,5.99E-11
16.0336,5.71E-11
16.0277,5.35E-11
16.0219,4.91E-11
16.0162,4.49E-11
16.0104,4.18E-11
16.0047,3.84E-11
15.999,3.48E-11
15.9933,3.10E-11
15.9876,2.70E-11
15.982,2.29E-11
15.9763,1.87E-11
15.9707,1.44E-11
15.9651,1.02E-11
15.9596,6.13E-12
15.954,2.16E-12
15.9485,-1.58E-12
15.943,-5.02E-12
15.9375,-8.09E-12
15.932,-1.07E-11
15.9266,-1.28E-11
15.9212,-1.42E-11
15.9158,-1.50E-11
15.9104,-1.60E-11
15.905,-1.94E-11
15.8997,-2.25E-11
15.8944,-2.55E-11
15.889,-2.83E-11
15.8838,-3.09E-11
15.8785,-3.33E-11
15.8733,-3.54E-11
15.868,-3.71E-11
15.8628,-3.86E-11
15.8576,-3.97E-11
15.8525,-4.04E-11
15.8473,-4.07E-11
15.8422,-4.06E-11
15.8371,-4.00E-11
15.832,-3.90E-11
15.8269,-3.74E-11
15.8219,-3.53E-11
15.8168,-3.26E-11
15.8118,-2.98E-11
15.8068,-2.81E-11
15.8018,-2.63E-11
15.7969,-2.42E-11
15.7919,-2.20E-11
15.787,-1.97E-11
15.7821,-1.73E-11
15.7772,-1.48E-11
15.7724,-1.23E-11
15.7675,-9.71E-12
15.7627,-7.18E-12
15.7579,-4.72E-12
15.7531,-2.35E-12
15.7483,-1.36E-13
15.7435,1.89E-12
15.7388,3.67E-12
15.7341,5.15E-12
15.7293,6.28E-12
15.7247,7.01E-12
15.72,7.73E-12
15.7153,9.98E-12
15.7107,1.21E-11
15.7061,1.42E-11
15.7015,1.62E-11
15.6969,1.80E-11
15.6923,1.97E-11
15.6878,2.12E-11
15.6832,2.26E-11
15.6787,2.37E-11
15.6742,2.46E-11
15.6697,2.53E-11
15.6653,2.57E-11
15.6608,2.59E-11
15.6564,2.57E-11
15.652,2.52E-11
15.6476,2.43E-11
15.6432,2.31E-11
15.6388,2.14E-11
15.6345,1.96E-11
15.6302,1.88E-11
15.6259,1.77E-11
15.6216,1.66E-11
15.6173,1.54E-11
15.613,1.41E-11
15.6088,1.27E-11
15.6045,1.12E-11
15.6003,9.67E-12
15.5961,8.13E-12
15.5919,6.59E-12
15.5877,5.07E-12
15.5836,3.59E-12
15.5794,2.17E-12
15.5753,8.57E-13
15.5712,-3.34E-13
15.5671,-1.37E-12
15.563,-2.21E-12
15.559,-2.83E-12
15.5549,-3.33E-12
15.5509,-4.83E-12
15.5469,-6.30E-12
15.5429,-7.71E-12
15.5389,-9.07E-12
15.5349,-1.03E-11
15.531,-1.15E-11
15.5271,-1.26E-11
15.5231,-1.36E-11
15.5192,-1.45E-11
15.5153,-1.52E-11
15.5114,-1.58E-11
15.5076,-1.61E-11
15.5037,-1.63E-11
15.4999,-1.63E-11
15.4961,-1.61E-11
15.4923,-1.57E-11
15.4885,-1.50E-11
15.4847,-1.40E-11
15.4809,-1.28E-11
15.4772,-1.24E-11
15.4735,-1.19E-11
15.4697,-1.13E-11
15.466,-1.06E-11
15.4624,-9.83E-12
15.4587,-9.03E-12
15.455,-8.18E-12
15.4514,-7.29E-12
15.4477,-6.37E-12
15.4441,-5.44E-12
15.4405,-4.51E-12
15.4369,-3.59E-12
15.4333,-2.69E-12
15.4298,-1.85E-12
15.4262,-1.06E-12
15.4227,-3.51E-13
15.4192,2.56E-13
15.4157,7.43E-13
15.4122,1.10E-12
15.4087,2.09E-12
15.4052,3.07E-12
15.4018,4.02E-12
15.3983,4.95E-12
15.3949,5.83E-12
15.3915,6.66E-12
15.3881,7.43E-12
15.3847,8.13E-12
15.3813,8.75E-12
15.378,9.29E-12
15.3746,9.73E-12
15.3713,1.01E-11
15.368,1.03E-11
15.3647,1.03E-11
15.3614,1.03E-11
15.3581,1.01E-11
15.3548,9.67E-12
15.3515,9.10E-12
15.3483,8.34E-12
15.3451,8.11E-12
15.3418,7.85E-12
15.3386,7.54E-12
15.3354,7.18E-12
15.3323,6.77E-12
15.3291,6.32E-12
15.3259,5.84E-12
15.3228,5.32E-12
15.3197,4.79E-12
15.3165,4.23E-12
15.3134,3.66E-12
15.3103,3.10E-12
15.3073,2.54E-12
15.3042,2.00E-12
15.3011,1.48E-12
15.2981,1.01E-12
15.2951,5.79E-13
15.292,2.15E-13
15.289,-7.34E-14
15.286,-6.92E-13
15.283,-1.34E-12
15.2801,-1.98E-12
15.2771,-2.60E-12
15.2742,-3.19E-12
15.2712,-3.76E-12
15.2683,-4.30E-12
15.2654,-4.79E-12
15.2625,-5.23E-12
15.2596,-5.62E-12
15.2567,-5.95E-12
15.2538,-6.21E-12
15.251,-6.40E-12
15.2481,-6.49E-12
15.2453,-6.50E-12
15.2425,-6.40E-12
15.2397,-6.19E-12
15.2369,-5.87E-12
15.2341,-5.41E-12
15.2313,-5.27E-12
15.2285,-5.16E-12
15.2258,-5.01E-12
15.223,-4.82E-12
15.2203,-4.61E-12
15.2176,-4.36E-12
15.2149,-4.10E-12
15.2122,-3.80E-12
15.2095,-3.49E-12
15.2068,-3.16E-12
15.2041,-2.82E-12
15.2015,-2.48E-12
15.1988,-2.13E-12
15.1962,-1.79E-12
15.1936,-1.46E-12
15.191,-1.14E-12
15.1884,-8.47E-13
15.1858,-5.84E-13
15.1832,-3.59E-13
15.1806,2.55E-14
15.1781,4.51E-13
15.1755,8.72E-13
15.173,1.28E-12
15.1704,1.69E-12
15.1679,2.07E-12
15.1654,2.44E-12
15.1629,2.78E-12
15.1604,3.09E-12
15.158,3.37E-12
15.1555,3.61E-12
15.153,3.80E-12
15.1506,3.95E-12
15.1482,4.05E-12
15.1457,4.08E-12
15.1433,4.05E-12
15.1409,3.94E-12
15.1385,3.76E-12
15.1361,3.49E-12
15.1337,3.41E-12
15.1314,3.37E-12
15.129,3.32E-12
15.1267,3.25E-12
15.1243,3.15E-12
15.122,3.04E-12
15.1197,2.92E-12
15.1174,2.78E-12
15.1151,2.62E-12
15.1128,2.46E-12
15.1105,2.29E-12
15.1083,2.12E-12
15.106,1.94E-12
15.1038,1.77E-12
15.1015,1.61E-12
15.0993,1.45E-12
15.0971,1.31E-12
15.0949,1.18E-12
15.0927,1.08E-12
15.0905,8.91E-13
15.0883,6.56E-13
15.0861,4.21E-13
15.0839,1.87E-13
15.0818,-4.18E-14
15.0796,-2.64E-13
15.0775,-4.78E-13
15.0754,-6.81E-13
15.0733,-8.70E-13
15.0711,-1.04E-12
15.069,-1.20E-12
15.067,-1.33E-12
15.0649,-1.43E-12
15.0628,-1.51E-12
15.0607,-1.56E-12
15.0587,-1.57E-12
15.0566,-1.55E-12
15.0546,-1.48E-12
15.0526,-1.37E-12
15.0505,-1.33E-12
15.0485,-1.34E-12
15.0465,-1.34E-12
15.0445,-1.33E-12
15.0426,-1.30E-12
15.0406,-1.26E-12
15.0386,-1.21E-12
15.0367,-1.15E-12
15.0347,-1.09E-12
15.0328,-1.01E-12
15.0308,-9.31E-13
15.0289,-8.43E-13
15.027,-7.50E-13
15.0251,-6.55E-13
15.0232,-5.58E-13
15.0213,-4.62E-13
15.0194,-3.67E-13
15.0175,-2.77E-13
15.0157,-1.92E-13
15.0138,-3.49E-14
15.012,1.81E-13
15.0101,4.09E-13
15.0083,6.48E-13
15.0065,8.96E-13
15.0047,1.15E-12
15.0028,1.42E-12
15.001,1.69E-12
14.9993,1.96E-12
14.9975,2.24E-12
14.9957,2.51E-12
14.9939,2.79E-12
14.9922,3.06E-12
14.9904,3.32E-12
14.9887,3.58E-12
14.9869,3.82E-12
14.9852,4.05E-12
14.9835,4.26E-12
14.9818,4.45E-12
14.9801,4.62E-12
14.9784,4.76E-12
14.9767,4.87E-12
14.975,4.95E-12
14.9733,4.98E-12
14.9717,4.97E-12
14.97,4.92E-12
14.9684,4.81E-12
14.9667,4.65E-12
14.9651,4.42E-12
14.9635,4.27E-12
14.9618,4.46E-12
14.9602,4.65E-12
14.9586,4.84E-12
14.957,5.02E-12
14.9554,5.20E-12
14.9539,5.37E-12
14.9523,5.54E-12
14.9507,5.70E-12
14.9492,5.86E-12
14.9476,6.00E-12
14.9461,6.14E-12
14.9445,6.26E-12
14.943,6.37E-12
14.9415,6.47E-12
14.94,6.55E-12
14.9385,6.61E-12
14.937,6.66E-12
14.9355,6.68E-12
14.934,6.68E-12
14.9325,6.66E-12
14.931,6.61E-12
14.9296,6.54E-12
14.9281,6.43E-12
14.9267,6.29E-12
14.9252,6.11E-12
14.9238,5.90E-12
14.9223,5.64E-12
14.9209,5.35E-12
14.9195,5.01E-12
14.9181,4.94E-12
14.9167,4.89E-12
14.9153,4.82E-12
14.9139,4.76E-12
14.9125,4.69E-12
14.9112,4.61E-12
14.9098,4.53E-12
14.9084,4.45E-12
14.9071,4.36E-12
14.9057,4.27E-12
14.9044,4.18E-12
14.9031,4.08E-12
14.9017,3.98E-12
14.9004,3.88E-12
14.8991,3.77E-12
14.8978,3.66E-12
14.8965,3.54E-12
14.8952,3.43E-12
14.8939,3.31E-12
14.8926,3.19E-12
14.8914,3.06E-12
14.8901,2.93E-12
14.8888,2.80E-12
14.8876,2.67E-12
14.8863,2.54E-12
14.8851,2.40E-12
14.8839,2.27E-12
14.8826,2.13E-12
14.8814,1.98E-12
14.8802,1.85E-12
14.879,1.73E-12
14.8778,1.61E-12
14.8766,1.49E-12
14.8754,1.37E-12
14.8742,1.25E-12
14.873,1.13E-12
14.8719,1.02E-12
14.8707,9.11E-13
14.8695,8.04E-13
14.8684,7.01E-13
14.8672,6.02E-13
14.8661,5.06E-13
14.865,4.15E-13
14.8638,3.28E-13
14.8627,2.46E-13
14.8616,1.69E-13
14.8605,9.74E-14
14.8594,3.15E-14
14.8583,-2.85E-14
14.8572,-8.23E-14
14.8561,-1.29E-13
14.855,-1.70E-13
14.854,-2.03E-13
14.8529,-2.29E-13
14.8518,-2.47E-13
14.8508,-2.57E-13
14.8497,-2.59E-13
14.8487,-2.52E-13
14.8477,-2.49E-13
14.8466,-2.69E-13
14.8456,-2.86E-13
14.8446,-3.00E-13
14.8436,-3.10E-13
14.8425,-3.17E-13
14.8415,-3.21E-13
14.8405,-3.23E-13
14.8396,-3.21E-13
14.8386,-3.17E-13
14.8376,-3.10E-13
14.8366,-3.01E-13
14.8356,-2.90E-13
14.8347,-2.77E-13
14.8337,-2.62E-13
14.8328,-2.46E-13
14.8318,-2.29E-13
14.8309,-2.11E-13
14.83,-1.92E-13
14.829,-1.72E-13
14.8281,-1.53E-13
14.8272,-1.34E-13
14.8263,-1.15E-13
14.8254,-9.78E-14
14.8245,-8.14E-14
14.8236,-6.66E-14
14.8227,-5.38E-14
14.8218,-4.33E-14
14.8209,-3.56E-14
14.82,-3.10E-14
14.8192,2.59E-15
14.8183,3.76E-14
14.8174,7.29E-14
14.8166,1.08E-13
14.8157,1.44E-13
14.8149,1.79E-13
14.8141,2.14E-13
14.8132,2.49E-13
14.8124,2.82E-13
14.8116,3.15E-13
14.8108,3.47E-13
14.8099,3.77E-13
14.8091,4.06E-13
14.8083,4.32E-13
14.8075,4.57E-13
14.8067,4.80E-13
14.806,5.01E-13
14.8052,5.18E-13
14.8044,5.33E-13
14.8036,5.44E-13
14.8029,5.53E-13
14.8021,5.57E-13
14.8014,5.58E-13
14.8006,5.54E-13
14.7999,5.46E-13
14.7991,5.34E-13
14.7984,5.16E-13
14.7977,4.93E-13
14.7969,4.65E-13
14.7962,4.53E-13
14.7955,4.52E-13
14.7948,4.49E-13
14.7941,4.46E-13
14.7934,4.41E-13
14.7927,4.34E-13
14.792,4.27E-13
14.7913,4.19E-13
14.7906,4.09E-13
14.79,3.98E-13
14.7893,3.87E-13
14.7886,3.74E-13
14.788,3.61E-13
14.7873,3.47E-13
14.7866,3.32E-13
14.786,3.17E-13
14.7854,3.02E-13
14.7847,2.86E-13
14.7841,2.69E-13
14.7835,2.53E-13
14.7828,2.37E-13
14.7822,2.21E-13
14.7816,2.05E-13
14.781,1.89E-13
14.7804,1.75E-13
14.7798,1.61E-13
14.7792,1.47E-13
14.7786,1.35E-13
14.778,1.24E-13
14.7774,1.07E-13
14.7768,7.04E-14
14.7763,3.28E-14
14.7757,-6.16E-15
14.7751,-4.63E-14
14.7746,-8.75E-14
14.774,-1.30E-13
14.7735,-1.73E-13
14.7729,-2.17E-13
14.7724,-2.62E-13
14.7718,-3.07E-13
14.7713,-3.53E-13
14.7708,-3.99E-13
14.7703,-4.45E-13
14.7697,-4.92E-13
14.7692,-5.38E-13
14.7687,-5.84E-13
14.7682,-6.30E-13
14.7677,-6.75E-13
14.7672,-7.19E-13
14.7667,-7.63E-13
14.7662,-8.05E-13
14.7657,-8.46E-13
14.7653,-8.86E-13
14.7648,-9.23E-13
14.7643,-9.59E-13
14.7638,-9.93E-13
14.7634,-1.02E-12
14.7629,-1.05E-12
14.7625,-1.08E-12
14.762,-1.10E-12
14.7616,-1.12E-12
14.7611,-1.13E-12
14.7607,-1.15E-12
14.7603,-1.15E-12
14.7598,-1.15E-12
14.7594,-1.15E-12
14.759,-1.14E-12
14.7586,-1.13E-12
14.7581,-1.11E-12
14.7577,-1.08E-12
14.7573,-1.05E-12
14.7569,-1.01E-12
14.7565,-9.66E-13
14.7561,-9.11E-13
14.7558,-8.77E-13
14.7554,-9.06E-13
14.755,-9.34E-13
14.7546,-9.62E-13
14.7542,-9.90E-13
14.7539,-1.02E-12
14.7535,-1.04E-12
14.7531,-1.07E-12
14.7528,-1.10E-12
14.7524,-1.12E-12
14.7521,-1.15E-12
14.7517,-1.17E-12
14.7514,-1.20E-12
14.7511,-1.22E-12
14.7507,-1.24E-12
14.7504,-1.26E-12
14.7501,-1.28E-12
14.7497,-1.30E-12
14.7494,-1.32E-12
14.7491,-1.34E-12
14.7488,-1.35E-12
14.7485,-1.36E-12
14.7482,-1.38E-12
14.7479,-1.39E-12
14.7476,-1.39E-12
14.7473,-1.40E-12
14.747,-1.40E-12
14.7467,-1.40E-12
14.7465,-1.40E-12
14.7462,-1.40E-12
14.7459,-1.39E-12
14.7456,-1.38E-12
14.7454,-1.37E-12
14.7451,-1.36E-12
14.7449,-1.34E-12
14.7446,-1.32E-12
14.7443,-1.29E-12
14.7441,-1.26E-12
14.7439,-1.23E-12
14.7436,-1.19E-12
14.7434,-1.15E-12
14.7431,-1.11E-12
14.7429,-1.06E-12
14.7427,-1.00E-12
14.7425,-9.45E-13
14.7423,-8.97E-13
14.742,-8.87E-13
14.7418,-8.77E-13
14.7416,-8.67E-13
14.7414,-8.56E-13
14.7412,-8.45E-13
14.741,-8.33E-13
14.7408,-8.22E-13
14.7406,-8.10E-13
14.7404,-7.97E-13
14.7403,-7.85E-13
14.7401,-7.72E-13
14.7399,-7.59E-13
14.7397,-7.45E-13
14.7396,-7.32E-13
14.7394,-7.18E-13
14.7392,-7.04E-13
14.7391,-6.90E-13
14.7389,-6.75E-13
14.7388,-6.60E-13
14.7386,-6.45E-13
14.7385,-6.30E-13
14.7383,-6.15E-13
14.7382,-5.99E-13
14.7381,-5.84E-13
14.7379,-5.68E-13
14.7378,-5.52E-13
14.7377,-5.36E-13
14.7376,-5.20E-13
14.7374,-5.03E-13
14.7373,-4.87E-13
14.7372,-4.70E-13
14.7371,-4.53E-13
14.737,-4.36E-13
14.7369,-4.19E-13
14.7368,-4.02E-13
14.7367,-3.84E-13
14.7366,-3.67E-13
14.7365,-3.49E-13
14.7364,-3.32E-13
14.7364,-3.14E-13
14.7363,-2.96E-13
14.7362,-2.78E-13
14.7361,-2.60E-13
14.7361,-2.42E-13
14.736,-2.25E-13
14.7359,-2.10E-13
14.7359,-1.95E-13
14.7358,-1.81E-13
14.7358,-1.67E-13
14.7357,-1.53E-13
14.7357,-1.39E-13
14.7356,-1.25E-13
14.7356,-1.12E-13
14.7355,-9.90E-14
14.7355,-8.63E-14
14.7355,-7.40E-14
14.7354,-6.19E-14
14.7354,-5.02E-14
14.7354,-3.89E-14
14.7354,-2.80E-14
14.7353,-1.74E-14
14.7353,-7.19E-15
14.7353,2.60E-15
14.7353,1.20E-14
14.7353,2.09E-14
14.7353,2.94E-14
14.7353,3.75E-14
14.7353,4.51E-14
14.7353,5.22E-14
14.7353,5.89E-14
14.7353,6.50E-14
14.7354,7.07E-14
14.7354,7.58E-14
14.7354,8.04E-14
14.7354,8.45E-14
14.7354,8.80E-14
14.7355,9.09E-14
14.7355,9.33E-14
14.7355,9.51E-14
14.7356,9.63E-14
14.7356,9.69E-14
14.7357,9.69E-14
14.7357,9.63E-14
14.7358,9.50E-14
14.7358,9.31E-14
14.7359,9.06E-14
14.7359,8.74E-14
14.736,8.35E-14
14.7361,7.90E-14
14.7361,7.51E-14
14.7362,7.43E-14
14.7363,7.32E-14
14.7364,7.20E-14
14.7364,7.04E-14
14.7365,6.86E-14
14.7366,6.67E-14
14.7367,6.44E-14
14.7368,6.20E-14
14.7369,5.94E-14
14.737,5.66E-14
14.7371,5.37E-14
14.7372,5.06E-14
14.7373,4.73E-14
14.7374,4.39E-14
14.7375,4.04E-14
14.7376,3.68E-14
14.7377,3.32E-14
14.7378,2.94E-14
14.738,2.56E-14
14.7381,2.18E-14
14.7382,1.79E-14
14.7383,1.41E-14
14.7385,1.02E-14
14.7386,6.43E-15
14.7387,2.68E-15
14.7389,-9.97E-16
14.739,-4.59E-15
14.7392,-8.06E-15
14.7393,-1.14E-14
14.7394,-1.46E-14
14.7396,-1.76E-14
14.7398,-2.04E-14
14.7399,-2.31E-14
14.7401,-2.54E-14
14.7402,-2.75E-14
14.7404,-2.93E-14
14.7406,-3.08E-14
14.7407,-3.20E-14
14.7409,-3.28E-14
14.7411,-3.33E-14
14.7413,-3.33E-14
14.7414,-3.29E-14
14.7416,-3.20E-14
14.7418,-3.06E-14
14.742,-3.03E-14
14.7422,-3.41E-14
14.7424,-3.79E-14
14.7426,-4.17E-14
14.7428,-4.54E-14
14.743,-4.91E-14
14.7432,-5.27E-14
14.7434,-5.62E-14
14.7436,-5.97E-14
14.7438,-6.31E-14
14.744,-6.63E-14
14.7442,-6.95E-14
14.7444,-7.26E-14
14.7447,-7.55E-14
14.7449,-7.83E-14
14.7451,-8.10E-14
14.7453,-8.36E-14
14.7456,-8.60E-14
14.7458,-8.83E-14
14.746,-9.04E-14
14.7463,-9.23E-14
14.7465,-9.40E-14
14.7467,-9.56E-14
14.747,-9.70E-14
14.7472,-9.82E-14
14.7475,-9.92E-14
14.7477,-9.99E-14
14.748,-1.00E-13
14.7482,-1.01E-13
14.7485,-1.01E-13
14.7488,-1.01E-13
14.749,-1.00E-13
14.7493,-9.96E-14
14.7495,-9.86E-14
14.7498,-9.74E-14
14.7501,-9.59E-14
14.7504,-9.41E-14
14.7506,-9.20E-14
14.7509,-8.96E-14
14.7512,-8.69E-14
14.7515,-8.38E-14
14.7518,-8.05E-14
14.7521,-7.68E-14
14.7523,-7.27E-14
14.7526,-6.83E-14
14.7529,-6.43E-14
14.7532,-6.26E-14
14.7535,-6.08E-14
14.7538,-5.89E-14
14.7541,-5.69E-14
14.7544,-5.48E-14
14.7547,-5.27E-14
14.755,-5.05E-14
14.7554,-4.83E-14
14.7557,-4.59E-14
14.756,-4.36E-14
14.7563,-4.12E-14
14.7566,-3.87E-14
14.757,-3.63E-14
14.7573,-3.38E-14
14.7576,-3.12E-14
14.7579,-2.87E-14
14.7583,-2.62E-14
14.7586,-2.36E-14
14.7589,-2.11E-14
14.7593,-1.86E-14
14.7596,-1.61E-14
14.7599,-1.36E-14
14.7603,-1.12E-14
14.7606,-8.81E-15
14.761,-6.48E-15
14.7613,-4.22E-15
14.7617,-2.03E-15
14.762,8.28E-17
14.7624,2.10E-15
14.7628,4.02E-15
14.7631,5.83E-15
14.7635,7.51E-15
14.7638,9.07E-15
14.7642,1.05E-14
14.7646,1.18E-14
14.765,1.29E-14
14.7653,1.38E-14
14.7657,1.45E-14
14.7661,1.51E-14
14.7665,1.54E-14
14.7668,1.56E-14
14.7672,1.55E-14
14.7676,1.51E-14
14.768,1.45E-14
14.7684,1.43E-14
14.7688,1.63E-14
14.7692,1.81E-14
14.7696,2.00E-14
14.77,2.18E-14
14.7704,2.36E-14
14.7708,2.53E-14
14.7712,2.70E-14
14.7716,2.87E-14
14.772,3.03E-14
14.7724,3.18E-14
14.7728,3.33E-14
14.7732,3.47E-14
14.7736,3.61E-14
14.774,3.74E-14
14.7744,3.86E-14
14.7749,3.98E-14
14.7753,4.09E-14
14.7757,4.19E-14
14.7761,4.28E-14
14.7766,4.37E-14
14.777,4.44E-14
14.7774,4.51E-14
14.7779,4.57E-14
14.7783,4.62E-14
14.7787,4.66E-14
14.7792,4.69E-14
14.7796,4.70E-14
14.7801,4.71E-14
14.7805,4.71E-14
14.7809,4.70E-14
14.7814,4.67E-14
14.7818,4.63E-14
14.7823,4.58E-14
14.7827,4.52E-14
14.7832,4.45E-14
14.7837,4.36E-14
14.7841,4.26E-14
14.7846,4.14E-14
14.785,4.02E-14
14.7855,3.87E-14
14.786,3.71E-14
14.7864,3.54E-14
14.7869,3.35E-14
14.7874,3.15E-14
14.7879,2.96E-14
14.7883,2.88E-14
14.7888,2.78E-14
14.7893,2.69E-14
14.7898,2.59E-14
14.7902,2.49E-14
14.7907,2.38E-14
14.7912,2.27E-14
14.7917,2.16E-14
14.7922,2.05E-14
14.7927,1.93E-14
14.7932,1.82E-14
14.7937,1.70E-14
14.7942,1.58E-14
14.7947,1.46E-14
14.7952,1.34E-14
14.7957,1.22E-14
14.7962,1.10E-14
14.7967,9.75E-15
14.7972,8.54E-15
14.7977,7.35E-15
14.7982,6.17E-15
14.7987,5.01E-15
14.7992,3.87E-15
14.7997,2.76E-15
14.8003,1.67E-15
14.8008,6.19E-16
14.8013,-3.96E-16
14.8018,-1.37E-15
14.8023,-2.30E-15
14.8029,-3.17E-15
14.8034,-4.00E-15
14.8039,-4.76E-15
14.8044,-5.46E-15
14.805,-6.09E-15
14.8055,-6.65E-15
14.806,-7.13E-15
14.8066,-7.52E-15
14.8071,-7.83E-15
14.8076,-8.04E-15
14.8082,-8.16E-15
14.8087,-8.17E-15
14.8093,-8.07E-15
14.8098,-7.85E-15
14.8104,-7.52E-15
14.8109,-7.35E-15
14.8115,-8.18E-15
14.812,-8.99E-15
14.8126,-9.78E-15
14.8131,-1.06E-14
14.8137,-1.13E-14
14.8142,-1.20E-14
14.8148,-1.27E-14
14.8154,-1.34E-14
14.8159,-1.41E-14
14.8165,-1.47E-14
14.8171,-1.53E-14
14.8176,-1.59E-14
14.8182,-1.65E-14
14.8188,-1.70E-14
14.8193,-1.75E-14
14.8199,-1.80E-14
14.8205,-1.84E-14
14.8211,-1.88E-14
14.8216,-1.91E-14
14.8222,-1.95E-14
14.8228,-1.97E-14
14.8234,-2.00E-14
14.824,-2.02E-14
14.8245,-2.04E-14
14.8251,-2.05E-14
14.8257,-2.06E-14
14.8263,-2.06E-14
14.8269,-2.06E-14
14.8275,-2.05E-14
14.8281,-2.04E-14
14.8287,-2.03E-14
14.8293,-2.01E-14
14.8299,-1.98E-14
14.8305,-1.95E-14
14.8311,-1.92E-14
14.8317,-1.88E-14
14.8323,-1.83E-14
14.8329,-1.78E-14
14.8335,-1.72E-14
14.8341,-1.66E-14
14.8347,-1.59E-14
14.8353,-1.52E-14
14.8359,-1.44E-14
14.8366,-1.35E-14
14.8372,-1.27E-14
14.8378,-1.22E-14
14.8384,-1.18E-14
14.839,-1.13E-14
14.8396,-1.08E-14
14.8403,-1.03E-14
14.8409,-9.82E-15
14.8415,-9.30E-15
14.8421,-8.76E-15
14.8428,-8.22E-15
14.8434,-7.67E-15
14.844,-7.12E-15
14.8447,-6.56E-15
14.8453,-5.99E-15
14.8459,-5.43E-15
14.8466,-4.86E-15
14.8472,-4.29E-15
14.8478,-3.72E-15
14.8485,-3.16E-15
14.8491,-2.60E-15
14.8498,-2.05E-15
14.8504,-1.51E-15
14.8511,-9.80E-16
14.8517,-4.60E-16
14.8523,4.63E-17
14.853,5.37E-16
14.8536,1.01E-15
14.8543,1.46E-15
14.8549,1.90E-15
14.8556,2.31E-15
14.8563,2.69E-15
14.8569,3.05E-15
14.8576,3.38E-15
14.8582,3.67E-15
14.8589,3.93E-15
14.8596,4.16E-15
14.8602,4.35E-15
14.8609,4.49E-15
14.8616,4.60E-15
14.8622,4.66E-15
14.8629,4.67E-15
14.8636,4.63E-15
14.8642,4.54E-15
14.8649,4.39E-15
14.8656,4.19E-15
14.8662,4.04E-15
14.8669,4.39E-15
14.8676,4.72E-15
14.8683,5.04E-15
14.869,5.36E-15
14.8696,5.66E-15
14.8703,5.96E-15
14.871,6.24E-15
14.8717,6.51E-15
14.8724,6.78E-15
14.8731,7.03E-15
14.8738,7.26E-15
14.8744,7.49E-15
14.8751,7.70E-15
14.8758,7.90E-15
14.8765,8.08E-15
14.8772,8.25E-15
14.8779,8.41E-15
14.8786,8.55E-15
14.8793,8.68E-15
14.88,8.79E-15
14.8807,8.88E-15
14.8814,8.96E-15
14.8821,9.02E-15
14.8828,9.06E-15
14.8835,9.08E-15
14.8842,9.09E-15
14.8849,9.08E-15
14.8856,9.05E-15
14.8863,9.00E-15
14.8871,8.93E-15
14.8878,8.84E-15
14.8885,8.73E-15
14.8892,8.61E-15
14.8899,8.46E-15
14.8906,8.29E-15
14.8913,8.10E-15
14.8921,7.88E-15
14.8928,7.65E-15
14.8935,7.39E-15
14.8942,7.11E-15
14.8949,6.81E-15
14.8957,6.49E-15
14.8964,6.14E-15
14.8971,5.77E-15
14.8978,5.42E-15
14.8986,5.25E-15
14.8993,5.08E-15
14.9,4.90E-15
14.9008,4.72E-15
14.9015,4.53E-15
14.9022,4.33E-15
14.903,4.13E-15
14.9037,3.93E-15
14.9044,3.72E-15
14.9052,3.50E-15
14.9059,3.29E-15
14.9067,3.07E-15
14.9074,2.85E-15
14.9081,2.62E-15
14.9089,2.39E-15
14.9096,2.16E-15
14.9104,1.93E-15
14.9111,1.70E-15
14.9119,1.47E-15
14.9126,1.23E-15
14.9134,9.96E-16
14.9141,7.61E-16
14.9149,5.26E-16
14.9156,2.92E-16
14.9164,5.86E-17
14.9171,-1.73E-16
14.9179,-4.03E-16
14.9186,-6.30E-16
14.9194,-8.55E-16
14.9202,-1.08E-15
14.9209,-1.30E-15
14.9217,-1.51E-15
14.9224,-1.72E-15
14.9232,-1.93E-15
14.924,-2.13E-15
14.9247,-2.32E-15
14.9255,-2.51E-15
14.9263,-2.70E-15
14.927,-2.87E-15
14.9278,-3.04E-15
14.9286,-3.21E-15
14.9293,-3.36E-15
14.9301,-3.51E-15
14.9309,-3.64E-15
14.9317,-3.77E-15
14.9324,-3.89E-15
14.9332,-4.00E-15
14.934,-4.09E-15
14.9348,-4.18E-15
14.9355,-4.25E-15
14.9363,-4.31E-15
14.9371,-4.36E-15
14.9379,-4.40E-15
14.9387,-4.42E-15
14.9395,-4.43E-15
14.9402,-4.42E-15
14.941,-4.40E-15
14.9418,-4.37E-15
14.9426,-4.31E-15
14.9434,-4.24E-15
14.9442,-4.16E-15
14.945,-4.05E-15
14.9458,-3.93E-15
14.9465,-3.79E-15
14.9473,-3.63E-15
14.9481,-3.45E-15
14.9489,-3.25E-15
14.9497,-3.11E-15
14.9505,-3.21E-15
14.9513,-3.30E-15
14.9521,-3.39E-15
14.9529,-3.47E-15
