cell | V (mV),INa | INa (uA_per_uF)
-85.7216,-4.32E-06
-85.7216,-4.32E-06
-85.7216,-4.32E-06
-85.7216,-4.32E-06
-85.7216,-4.32E-06
-85.7216,-4.32E-06
-85.7216,-4.32E-06
-85.7216,-4.32E-06
-85.7216,-4.32E-06
-85.7216,-4.32E-06
-85.7216,-4.32E-06
-85.7216,-4.32E-06
-85.7216,-4.32E-06
-85.7216,-4.32E-06
-85.7217,-4.32E-06
-85.7217,-4.32E-06
-85.7217,-4.32E-06
-85.7217,-4.32E-06
-85.7217,-4.32E-06
-85.7217,-4.32E-06
-85.7217,-4.32E-06
-85.7217,-4.32E-06
-85.7217,-4.32E-06
-85.7217,-4.32E-06
-85.7217,-4.32E-06
-85.7217,-4.32E-06
-85.7217,-4.32E-06
-85.7217,-4.32E-06
-85.7217,-4.32E-06
-85.7217,-4.32E-06
-85.7217,-4.32E-06
-85.7217,-4.32E-06
-85.7217,-4.32E-06
-85.7217,-4.32E-06
-85.7217,-4.32E-06
-85.7218,-4.32E-06
-85.7218,-4.32E-06
-85.7218,-4.32E-06
-85.7218,-4.32E-06
-85.7218,-4.32E-06
-85.7218,-4.32E-06
-85.7218,-4.32E-06
-85.7218,-4.32E-06
-85.7218,-4.32E-06
-85.7218,-4.32E-06
-85.7218,-4.32E-06
-85.7218,-4.32E-06
-85.7218,-4.32E-06
-85.7218,-4.32E-06
-85.7218,-4.32E-06
-85.7218,-4.32E-06
-85.7218,-4.32E-06
-85.7218,-4.32E-06
-85.7218,-4.32E-06
-85.7218,-4.32E-06
-85.7219,-4.32E-06
-85.7219,-4.32E-06
-85.7219,-4.32E-06
-85.7219,-4.32E-06
-85.7219,-4.32E-06
-85.7219,-4.32E-06
-85.7219,-4.32E-06
-85.7219,-4.32E-06
-85.7219,-4.32E-06
-85.7219,-4.32E-06
-85.7219,-4.32E-06
-85.7219,-4.32E-06
-85.7219,-4.32E-06
-85.7219,-4.32E-06
-85.7219,-4.32E-06
-85.7219,-4.32E-06
-85.7219,-4.32E-06
-85.7219,-4.32E-06
-85.7219,-4.32E-06
-85.7219,-4.32E-06
-85.722,-4.32E-06
-85.722,-4.32E-06
-85.722,-4.32E-06
-85.722,-4.32E-06
-85.722,-4.32E-06
-85.722,-4.32E-06
-85.722,-4.32E-06
-85.722,-4.32E-06
-85.722,-4.32E-06
-85.722,-4.32E-06
-85.722,-4.32E-06
-85.722,-4.32E-06
-85.722,-4.32E-06
-85.722,-4.32E-06
-85.722,-4.32E-06
-85.722,-4.32E-06
-85.722,-4.32E-06
-85.722,-4.32E-06
-85.722,-4.32E-06
-85.722,-4.32E-06
-85.722,-4.32E-06
-85.7221,-4.32E-06
-85.7221,-4.32E-06
-85.7221,-4.32E-06
-85.7221,-4.32E-06
-85.7221,-4.32E-06
-85.7221,-4.32E-06
-85.7221,-4.32E-06
-85.7221,-4.32E-06
-85.7221,-4.32E-06
-85.7221,-4.32E-06
-85.7221,-4.32E-06
-85.7221,-4.32E-06
-85.7221,-4.32E-06
-85.7221,-4.32E-06
-85.7221,-4.32E-06
-85.7221,-4.32E-06
-85.7221,-4.32E-06
-85.7221,-4.32E-06
-85.7221,-4.32E-06
-85.7221,-4.32E-06
-85.7222,-4.32E-06
-85.7222,-4.32E-06
-85.7222,-4.32E-06
-85.7222,-4.32E-06
-85.7222,-4.32E-06
-85.7222,-4.32E-06
-85.7222,-4.32E-06
-85.7222,-4.32E-06
-85.7222,-4.32E-06
-85.7222,-4.32E-06
-85.7222,-4.32E-06
-85.7222,-4.32E-06
-85.7222,-4.32E-06
-85.7222,-4.32E-06
-85.7222,-4.32E-06
-85.7222,-4.32E-06
-85.7222,-4.32E-06
-85.7222,-4.32E-06
-85.7222,-4.32E-06
-85.7222,-4.32E-06
-85.7222,-4.32E-06
-85.7223,-4.32E-06
-85.7223,-4.32E-06
-85.7223,-4.32E-06
-85.7223,-4.32E-06
-85.7223,-4.32E-06
-85.7223,-4.32E-06
-85.7223,-4.32E-06
-85.7223,-4.32E-06
-85.7223,-4.32E-06
-85.7223,-4.32E-06
-85.7223,-4.32E-06
-85.7223,-4.32E-06
-85.7223,-4.32E-06
-85.7223,-4.32E-06
-85.7223,-4.32E-06
-85.7223,-4.32E-06
-85.7223,-4.32E-06
-85.7223,-4.32E-06
-85.7223,-4.32E-06
-85.7223,-4.32E-06
-85.7224,-4.32E-06
-85.7224,-4.32E-06
-85.7224,-4.32E-06
-85.7224,-4.32E-06
-85.7224,-4.32E-06
-85.7224,-4.32E-06
-85.7224,-4.32E-06
-85.7224,-4.32E-06
-85.7224,-4.32E-06
-85.7224,-4.32E-06
-85.7224,-4.32E-06
-85.7224,-4.32E-06
-85.7224,-4.32E-06
-85.7224,-4.32E-06
-85.7224,-4.32E-06
-85.7224,-4.32E-06
-85.7224,-4.32E-06
-85.7224,-4.32E-06
-85.7224,-4.32E-06
-85.7224,-4.32E-06
-85.7224,-4.32E-06
-85.7225,-4.32E-06
-85.7225,-4.32E-06
-85.7225,-4.32E-06
-85.7225,-4.32E-06
-85.7225,-4.32E-06
-85.7225,-4.32E-06
-85.7225,-4.32E-06
-85.7225,-4.32E-06
-85.7225,-4.32E-06
-85.7225,-4.32E-06
-85.7225,-4.32E-06
-85.7225,-4.32E-06
-85.7225,-4.32E-06
-85.7225,-4.32E-06
-85.7225,-4.32E-06
-85.7225,-4.32E-06
-85.7225,-4.32E-06
-85.7225,-4.32E-06
-85.7225,-4.32E-06
-85.7225,-4.32E-06
-85.7226,-4.32E-06
-85.7226,-4.32E-06
-85.7226,-4.32E-06
-85.7226,-4.32E-06
-85.7226,-4.32E-06
-85.7226,-4.32E-06
-85.7226,-4.32E-06
-85.7226,-4.32E-06
-85.7226,-4.32E-06
-85.7226,-4.32E-06
-85.7226,-4.32E-06
-85.7226,-4.32E-06
-85.7226,-4.32E-06
-85.7226,-4.32E-06
-85.7226,-4.32E-06
-85.7226,-4.32E-06
-85.7226,-4.32E-06
-85.7226,-4.32E-06
-85.7226,-4.32E-06
-85.7226,-4.32E-06
-85.7226,-4.32E-06
-85.7227,-4.32E-06
-85.7227,-4.32E-06
-85.7227,-4.32E-06
-85.7227,-4.32E-06
-85.7227,-4.32E-06
-85.7227,-4.32E-06
-85.7227,-4.32E-06
-85.7227,-4.32E-06
-85.7227,-4.32E-06
-85.7227,-4.32E-06
-85.7227,-4.32E-06
-85.7227,-4.32E-06
-85.7227,-4.32E-06
-85.7227,-4.32E-06
-85.7227,-4.32E-06
-85.7227,-4.32E-06
-85.7227,-4.32E-06
-85.7227,-4.32E-06
-85.7227,-4.32E-06
-85.7227,-4.32E-06
-85.7228,-4.32E-06
-85.7228,-4.32E-06
-85.7228,-4.32E-06
-85.7228,-4.32E-06
-85.7228,-4.32E-06
-85.7228,-4.32E-06
-85.7228,-4.32E-06
-85.7228,-4.32E-06
-85.7228,-4.32E-06
-85.7228,-4.32E-06
-85.7228,-4.32E-06
-85.7228,-4.32E-06
-85.7228,-4.32E-06
-85.7228,-4.32E-06
-85.7228,-4.32E-06
-85.7228,-4.32E-06
-85.7228,-4.32E-06
-85.7228,-4.32E-06
-85.7228,-4.32E-06
-85.7228,-4.32E-06
-85.7228,-4.32E-06
-85.7229,-4.32E-06
-85.7229,-4.32E-06
-85.7229,-4.32E-06
-85.7229,-4.32E-06
-85.7229,-4.32E-06
-85.7229,-4.32E-06
-85.7229,-4.32E-06
-85.7229,-4.32E-06
-85.7229,-4.32E-06
-85.7229,-4.32E-06
-85.7229,-4.32E-06
-85.7229,-4.32E-06
-85.7229,-4.32E-06
-85.7229,-4.32E-06
-85.7229,-4.32E-06
-85.7229,-4.32E-06
-85.7229,-4.32E-06
-85.7229,-4.32E-06
-85.7229,-4.32E-06
-85.7229,-4.32E-06
-85.723,-4.32E-06
-85.723,-4.32E-06
-85.723,-4.32E-06
-85.723,-4.32E-06
-85.723,-4.32E-06
-85.723,-4.32E-06
-85.723,-4.32E-06
-85.723,-4.32E-06
-85.723,-4.32E-06
-85.723,-4.32E-06
-85.723,-4.32E-06
-85.723,-4.32E-06
-85.723,-4.32E-06
-85.723,-4.32E-06
-85.723,-4.32E-06
-85.723,-4.32E-06
-85.723,-4.32E-06
-85.723,-4.32E-06
-85.723,-4.32E-06
-85.723,-4.32E-06
-85.723,-4.32E-06
-85.7231,-4.32E-06
-85.7231,-4.32E-06
-85.7231,-4.32E-06
-85.7231,-4.32E-06
-85.7231,-4.32E-06
-85.7231,-4.32E-06
-85.7231,-4.32E-06
-85.7231,-4.32E-06
-85.7231,-4.32E-06
-85.7231,-4.32E-06
-85.7231,-4.32E-06
-85.7231,-4.32E-06
-85.7231,-4.32E-06
-85.7231,-4.32E-06
-85.7231,-4.32E-06
-85.7231,-4.32E-06
-85.7231,-4.32E-06
-85.7231,-4.32E-06
-85.7231,-4.32E-06
-85.7231,-4.32E-06
-85.7232,-4.32E-06
-85.7232,-4.32E-06
-85.7232,-4.32E-06
-85.7232,-4.32E-06
-85.7232,-4.32E-06
-85.7232,-4.32E-06
-85.7232,-4.32E-06
-85.7232,-4.32E-06
-85.7232,-4.32E-06
-85.7232,-4.32E-06
-85.7232,-4.32E-06
-85.7232,-4.32E-06
-85.7232,-4.32E-06
-85.7232,-4.32E-06
-85.7232,-4.32E-06
-85.7232,-4.32E-06
-85.7232,-4.32E-06
-85.7232,-4.32E-06
-85.7232,-4.32E-06
-85.7232,-4.32E-06
-85.7232,-4.32E-06
-85.7233,-4.32E-06
-85.7233,-4.32E-06
-85.7233,-4.32E-06
-85.7233,-4.32E-06
-85.7233,-4.32E-06
-85.7233,-4.32E-06
-85.7233,-4.32E-06
-85.7233,-4.32E-06
-85.7233,-4.32E-06
-85.7233,-4.32E-06
-85.7233,-4.32E-06
-85.7233,-4.32E-06
-85.7233,-4.32E-06
-85.7233,-4.32E-06
-85.7233,-4.32E-06
-85.7233,-4.32E-06
-85.7233,-4.32E-06
-85.7233,-4.32E-06
-85.7233,-4.32E-06
-85.7233,-4.32E-06
-85.7233,-4.32E-06
-85.7234,-4.32E-06
-85.7234,-4.32E-06
-85.7234,-4.32E-06
-85.7234,-4.32E-06
-85.7234,-4.32E-06
-85.7234,-4.32E-06
-85.7234,-4.32E-06
-85.7234,-4.32E-06
-85.7234,-4.32E-06
-85.7234,-4.32E-06
-85.7234,-4.32E-06
-85.7234,-4.32E-06
-85.7234,-4.32E-06
-85.7234,-4.32E-06
-85.7234,-4.32E-06
-85.7234,-4.32E-06
-85.7234,-4.32E-06
-85.7234,-4.32E-06
-85.7234,-4.32E-06
-85.7234,-4.32E-06
-85.7235,-4.32E-06
-85.7235,-4.32E-06
-85.7235,-4.32E-06
-85.7235,-4.32E-06
-85.7235,-4.32E-06
-85.7235,-4.32E-06
-85.7235,-4.32E-06
-85.7235,-4.32E-06
-85.7235,-4.32E-06
-85.7235,-4.32E-06
-85.7235,-4.32E-06
-85.7235,-4.32E-06
-85.7235,-4.32E-06
-85.7235,-4.32E-06
-85.7235,-4.32E-06
-85.7235,-4.32E-06
-85.7235,-4.32E-06
-85.7235,-4.32E-06
-85.7235,-4.32E-06
-85.7235,-4.32E-06
-85.7235,-4.32E-06
-85.7236,-4.32E-06
-85.7236,-4.32E-06
-85.7236,-4.32E-06
-85.7236,-4.32E-06
-85.7236,-4.32E-06
-85.7236,-4.32E-06
-85.7236,-4.32E-06
-85.7236,-4.32E-06
-85.7236,-4.32E-06
-85.7236,-4.32E-06
-85.7236,-4.32E-06
-85.7236,-4.32E-06
-85.7236,-4.32E-06
-85.7236,-4.32E-06
-85.7236,-4.32E-06
-85.7236,-4.32E-06
-85.7236,-4.32E-06
-85.7236,-4.32E-06
-85.7236,-4.32E-06
-85.7236,-4.32E-06
-85.7236,-4.32E-06
-85.7237,-4.32E-06
-85.7237,-4.32E-06
-85.7237,-4.32E-06
-85.7237,-4.32E-06
-85.7237,-4.32E-06
-85.7237,-4.32E-06
-85.7237,-4.32E-06
-85.7237,-4.32E-06
-85.7237,-4.32E-06
-85.7237,-4.32E-06
-85.7237,-4.32E-06
-85.7237,-4.32E-06
-85.7237,-4.32E-06
-85.7237,-4.32E-06
-85.7237,-4.32E-06
-85.7237,-4.32E-06
-85.7237,-4.32E-06
-85.7237,-4.32E-06
-85.7237,-4.32E-06
-85.7237,-4.32E-06
-85.7238,-4.32E-06
-85.7238,-4.32E-06
-85.7238,-4.32E-06
-85.7238,-4.32E-06
-85.7238,-4.32E-06
-85.7238,-4.32E-06
-85.7238,-4.32E-06
-85.7238,-4.32E-06
-85.7238,-4.32E-06
-85.7238,-4.32E-06
-85.7238,-4.32E-06
-85.7238,-4.32E-06
-85.7238,-4.32E-06
-85.7238,-4.32E-06
-85.7238,-4.32E-06
-85.7238,-4.32E-06
-85.7238,-4.32E-06
-85.7238,-4.32E-06
-85.7238,-4.32E-06
-85.7238,-4.32E-06
-85.7238,-4.32E-06
-85.7239,-4.32E-06
-85.7239,-4.32E-06
-85.7239,-4.32E-06
-85.7239,-4.32E-06
-85.7239,-4.32E-06
-85.7239,-4.32E-06
-85.7239,-4.32E-06
-85.7239,-4.32E-06
-85.7239,-4.32E-06
-85.7239,-4.32E-06
-85.7239,-4.32E-06
-85.7239,-4.32E-06
-85.7239,-4.32E-06
-85.7239,-4.32E-06
-85.7239,-4.32E-06
-85.7239,-4.32E-06
-85.7239,-4.32E-06
-85.7239,-4.32E-06
-85.7239,-4.32E-06
-85.7239,-4.32E-06
-85.7239,-4.32E-06
-85.724,-4.32E-06
-85.724,-4.32E-06
-85.724,-4.32E-06
-85.724,-4.32E-06
-85.724,-4.32E-06
-85.724,-4.32E-06
-85.724,-4.32E-06
-85.724,-4.32E-06
-85.724,-4.32E-06
-85.724,-4.32E-06
-85.724,-4.32E-06
-85.724,-4.32E-06
-85.724,-4.32E-06
-85.724,-4.32E-06
-85.724,-4.32E-06
-85.724,-4.32E-06
-85.724,-4.32E-06
-85.724,-4.32E-06
-85.724,-4.32E-06
-85.724,-4.32E-06
-85.724,-4.32E-06
-85.7241,-4.32E-06
-85.7241,-4.32E-06
-85.7241,-4.32E-06
-85.7241,-4.32E-06
-85.7241,-4.32E-06
-85.7241,-4.32E-06
-85.7241,-4.32E-06
-85.7241,-4.32E-06
-85.7241,-4.32E-06
-85.7241,-4.32E-06
-85.7241,-4.32E-06
-85.7241,-4.32E-06
-85.7241,-4.32E-06
-85.7241,-4.32E-06
-85.7241,-4.32E-06
-85.7241,-4.32E-06
-85.7241,-4.32E-06
-85.7241,-4.32E-06
-85.7241,-4.32E-06
-85.7241,-4.32E-06
-85.7242,-4.32E-06
-85.7242,-4.32E-06
-85.7242,-4.32E-06
-85.7242,-4.32E-06
-85.7242,-4.32E-06
-85.7242,-4.32E-06
-85.7242,-4.32E-06
-85.7242,-4.32E-06
-85.7242,-4.32E-06
-85.7242,-4.32E-06
-85.7242,-4.32E-06
-85.7242,-4.32E-06
-85.7242,-4.32E-06
-85.7242,-4.32E-06
-85.7242,-4.32E-06
-85.7242,-4.32E-06
-85.7242,-4.32E-06
-85.7242,-4.32E-06
-85.7242,-4.32E-06
-85.7242,-4.32E-06
-85.7242,-4.32E-06
-85.7243,-4.32E-06
-85.7243,-4.32E-06
-85.7243,-4.32E-06
-85.7243,-4.32E-06
-85.7243,-4.32E-06
-85.7243,-4.32E-06
-85.7243,-4.32E-06
-85.7243,-4.32E-06
-85.7243,-4.32E-06
-85.7243,-4.32E-06
-85.7243,-4.32E-06
-85.7243,-4.32E-06
-85.7243,-4.32E-06
-85.7243,-4.32E-06
-85.7243,-4.32E-06
-85.7243,-4.32E-06
-85.7243,-4.32E-06
-85.7243,-4.32E-06
-85.7243,-4.32E-06
-85.7243,-4.32E-06
-85.7243,-4.32E-06
-85.7244,-4.32E-06
-85.7244,-4.32E-06
-85.7244,-4.32E-06
-85.7244,-4.32E-06
-85.7244,-4.32E-06
-85.7244,-4.32E-06
-85.7244,-4.32E-06
-85.7244,-4.32E-06
-85.7244,-4.32E-06
-85.7244,-4.32E-06
-85.7244,-4.32E-06
-85.7244,-4.32E-06
-85.7244,-4.32E-06
-85.7244,-4.32E-06
-85.7244,-4.32E-06
-85.7244,-4.32E-06
-85.7244,-4.32E-06
-85.7244,-4.32E-06
-85.7244,-4.32E-06
-85.7244,-4.32E-06
-85.7244,-4.32E-06
-85.7245,-4.32E-06
-85.7245,-4.32E-06
-85.7245,-4.32E-06
-85.7245,-4.32E-06
-85.7245,-4.32E-06
-85.7245,-4.32E-06
-85.7245,-4.32E-06
-85.7245,-4.32E-06
-85.7245,-4.32E-06
-85.7245,-4.32E-06
-85.7245,-4.32E-06
-85.7245,-4.32E-06
-85.7245,-4.32E-06
-85.7245,-4.32E-06
-85.7245,-4.32E-06
-85.7245,-4.32E-06
-85.7245,-4.32E-06
-85.7245,-4.32E-06
-85.7245,-4.32E-06
-85.7245,-4.32E-06
-85.7245,-4.32E-06
-85.7246,-4.32E-06
-85.7246,-4.32E-06
-85.7246,-4.32E-06
-85.7246,-4.32E-06
-85.7246,-4.32E-06
-85.7246,-4.32E-06
-85.7246,-4.32E-06
-85.7246,-4.32E-06
-85.7246,-4.32E-06
-85.7246,-4.32E-06
-85.7246,-4.32E-06
-85.7246,-4.32E-06
-85.7246,-4.32E-06
-85.7246,-4.32E-06
-85.7246,-4.32E-06
-85.7246,-4.32E-06
-85.7246,-4.32E-06
-85.7246,-4.32E-06
-85.7246,-4.32E-06
-85.7246,-4.32E-06
-85.7246,-4.32E-06
-85.7247,-4.32E-06
-85.7247,-4.32E-06
-85.7247,-4.32E-06
-85.7247,-4.32E-06
-85.7247,-4.32E-06
-85.7247,-4.32E-06
-85.7247,-4.32E-06
-85.7247,-4.32E-06
-85.7247,-4.32E-06
-85.7247,-4.32E-06
-85.7247,-4.32E-06
-85.7247,-4.32E-06
-85.7247,-4.32E-06
-85.7247,-4.32E-06
-85.7247,-4.32E-06
-85.7247,-4.32E-06
-85.7247,-4.32E-06
-85.7247,-4.32E-06
-85.7247,-4.32E-06
-85.7247,-4.32E-06
-85.7248,-4.32E-06
-85.7248,-4.32E-06
-85.7248,-4.32E-06
-85.7248,-4.32E-06
-85.7248,-4.32E-06
-85.7248,-4.32E-06
-85.7248,-4.32E-06
-85.7248,-4.32E-06
-85.7248,-4.32E-06
-85.7248,-4.32E-06
-85.7248,-4.32E-06
-85.7248,-4.32E-06
-85.7248,-4.32E-06
-85.7248,-4.32E-06
-85.7248,-4.32E-06
-85.7248,-4.32E-06
-85.7248,-4.32E-06
-85.7248,-4.32E-06
-85.7248,-4.32E-06
-85.7248,-4.32E-06
-85.7248,-4.32E-06
-85.7249,-4.32E-06
-85.7249,-4.32E-06
-85.7249,-4.32E-06
-85.7249,-4.32E-06
-85.7249,-4.32E-06
-85.7249,-4.32E-06
-85.7249,-4.32E-06
-85.7249,-4.32E-06
-85.7249,-4.32E-06
-85.7249,-4.32E-06
-85.7249,-4.32E-06
-85.7249,-4.32E-06
-85.7249,-4.32E-06
-85.7249,-4.32E-06
-85.7249,-4.32E-06
-85.7249,-4.32E-06
-85.7249,-4.32E-06
-85.7249,-4.32E-06
-85.7249,-4.32E-06
-85.7249,-4.32E-06
-85.7249,-4.32E-06
-85.725,-4.32E-06
-85.725,-4.32E-06
-85.725,-4.32E-06
-85.725,-4.32E-06
-85.725,-4.32E-06
-85.725,-4.32E-06
-85.725,-4.32E-06
-85.725,-4.32E-06
-85.725,-4.32E-06
-85.725,-4.32E-06
-85.725,-4.32E-06
-85.725,-4.32E-06
-85.725,-4.32E-06
-85.725,-4.32E-06
-85.725,-4.32E-06
-85.725,-4.32E-06
-85.725,-4.32E-06
-85.725,-4.32E-06
-85.725,-4.32E-06
-85.725,-4.32E-06
-85.725,-4.32E-06
-85.7251,-4.32E-06
-85.7251,-4.32E-06
-85.7251,-4.32E-06
-85.7251,-4.32E-06
-85.7251,-4.32E-06
-85.7251,-4.32E-06
-85.7251,-4.32E-06
-85.7251,-4.32E-06
-85.7251,-4.32E-06
-85.7251,-4.32E-06
-85.7251,-4.32E-06
-85.7251,-4.32E-06
-85.7251,-4.32E-06
-85.7251,-4.32E-06
-85.7251,-4.32E-06
-85.7251,-4.32E-06
-85.7251,-4.32E-06
-85.7251,-4.32E-06
-85.7251,-4.32E-06
-85.7251,-4.32E-06
-85.7251,-4.32E-06
-85.7252,-4.32E-06
-85.7252,-4.32E-06
-85.7252,-4.32E-06
-85.7252,-4.32E-06
-85.7252,-4.32E-06
-85.7252,-4.32E-06
-85.7252,-4.32E-06
-85.7252,-4.32E-06
-85.7252,-4.32E-06
-85.7252,-4.32E-06
-85.7252,-4.32E-06
-85.7252,-4.32E-06
-85.7252,-4.32E-06
-85.7252,-4.32E-06
-85.7252,-4.32E-06
-85.7252,-4.32E-06
-85.7252,-4.32E-06
-85.7252,-4.32E-06
-85.7252,-4.32E-06
-85.7252,-4.32E-06
-85.7252,-4.32E-06
-85.7253,-4.32E-06
-85.7253,-4.32E-06
-85.7253,-4.32E-06
-85.7253,-4.32E-06
-85.7253,-4.32E-06
-85.7253,-4.32E-06
-85.7253,-4.32E-06
-85.7253,-4.32E-06
-85.7253,-4.32E-06
-85.7253,-4.32E-06
-85.7253,-4.32E-06
-85.7253,-4.32E-06
-85.7253,-4.32E-06
-85.7253,-4.32E-06
-85.7253,-4.32E-06
-85.7253,-4.32E-06
-85.7253,-4.32E-06
-85.7253,-4.32E-06
-85.7253,-4.32E-06
-85.7253,-4.32E-06
-85.7253,-4.32E-06
-85.7254,-4.32E-06
-85.7254,-4.32E-06
-85.7254,-4.32E-06
-85.7254,-4.32E-06
-85.7254,-4.32E-06
-85.7254,-4.32E-06
-85.7254,-4.32E-06
-85.7254,-4.32E-06
-85.7254,-4.32E-06
-85.7254,-4.32E-06
-85.7254,-4.32E-06
-85.7254,-4.32E-06
-85.7254,-4.32E-06
-85.7254,-4.32E-06
-85.7254,-4.32E-06
-85.7254,-4.32E-06
-85.7254,-4.32E-06
-85.7254,-4.32E-06
-85.7254,-4.32E-06
-85.7254,-4.32E-06
-85.7254,-4.32E-06
-85.7255,-4.32E-06
-85.7255,-4.32E-06
-85.7255,-4.32E-06
-85.7255,-4.32E-06
-85.7255,-4.32E-06
-85.7255,-4.32E-06
-85.7255,-4.32E-06
-85.7255,-4.32E-06
-85.7255,-4.32E-06
-85.7255,-4.32E-06
-85.7255,-4.32E-06
-85.7255,-4.32E-06
-85.7255,-4.32E-06
-85.7255,-4.32E-06
-85.7255,-4.32E-06
-85.7255,-4.32E-06
-85.7255,-4.32E-06
-85.7255,-4.32E-06
-85.7255,-4.32E-06
-85.7255,-4.32E-06
-85.7255,-4.32E-06
-85.7256,-4.32E-06
-85.7256,-4.32E-06
-85.7256,-4.32E-06
-85.7256,-4.32E-06
-85.7256,-4.32E-06
-85.7256,-4.32E-06
-85.7256,-4.32E-06
-85.7256,-4.32E-06
-85.7256,-4.32E-06
-85.7256,-4.32E-06
-85.7256,-4.32E-06
-85.7256,-4.32E-06
-85.7256,-4.32E-06
-85.7256,-4.32E-06
-85.7256,-4.32E-06
-85.7256,-4.32E-06
-85.7256,-4.32E-06
-85.7256,-4.32E-06
-85.7256,-4.32E-06
-85.7256,-4.32E-06
-85.7256,-4.32E-06
-85.7257,-4.32E-06
-85.7257,-4.32E-06
-85.7257,-4.32E-06
-85.7257,-4.32E-06
-85.7257,-4.32E-06
-85.7257,-4.32E-06
-85.7257,-4.32E-06
-85.7257,-4.32E-06
-85.7257,-4.32E-06
-85.7257,-4.32E-06
-85.7257,-4.32E-06
-85.7257,-4.32E-06
-85.7257,-4.32E-06
-85.7257,-4.32E-06
-85.7257,-4.32E-06
-85.7257,-4.32E-06
-85.7257,-4.32E-06
-85.7257,-4.32E-06
-85.7257,-4.32E-06
-85.7257,-4.32E-06
-85.7257,-4.32E-06
-85.7258,-4.32E-06
-85.7258,-4.32E-06
-85.7258,-4.32E-06
-85.7258,-4.31E-06
-85.7258,-4.31E-06
-85.7258,-4.31E-06
-85.7258,-4.31E-06
-85.7258,-4.31E-06
-85.7258,-4.31E-06
-85.7258,-4.31E-06
-85.7258,-4.31E-06
-85.7258,-4.31E-06
-85.7258,-4.31E-06
-85.7258,-4.31E-06
-85.7258,-4.31E-06
-85.7258,-4.31E-06
-85.7258,-4.31E-06
-85.7258,-4.31E-06
-85.7258,-4.31E-06
-85.7258,-4.31E-06
-85.7258,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.7259,-4.31E-06
-85.726,-4.31E-06
-85.726,-4.31E-06
-85.726,-4.31E-06
-85.726,-4.31E-06
-85.726,-4.31E-06
-85.726,-4.31E-06
-85.726,-4.31E-06
-85.726,-4.31E-06
-85.726,-4.31E-06
-85.726,-4.31E-06
-85.726,-4.31E-06
-85.726,-4.31E-06
-85.726,-4.31E-06
-85.726,-4.31E-06
-85.726,-4.31E-06
-85.726,-4.31E-06
-85.726,-4.31E-06
-85.726,-4.31E-06
-85.726,-4.31E-06
-85.726,-4.31E-06
-85.726,-4.31E-06
-85.7261,-4.31E-06
-85.7261,-4.31E-06
-85.7261,-4.31E-06
-85.7261,-4.31E-06
-85.7261,-4.31E-06
-85.7261,-4.31E-06
-85.7261,-4.31E-06
-85.7261,-4.31E-06
-85.7261,-4.31E-06
-85.7261,-4.31E-06
-85.7261,-4.31E-06
-85.7261,-4.31E-06
-85.7261,-4.31E-06
-85.7261,-4.31E-06
-85.7261,-4.31E-06
-85.7261,-4.31E-06
-85.7261,-4.31E-06
-85.7261,-4.31E-06
-85.7261,-4.31E-06
-85.7261,-4.31E-06
-85.7261,-4.31E-06
-85.7262,-4.31E-06
-85.7262,-4.31E-06
-85.7262,-4.31E-06
-85.7262,-4.31E-06
-85.7262,-4.31E-06
-85.7262,-4.31E-06
-85.7262,-4.31E-06
-85.7262,-4.31E-06
-85.7262,-4.31E-06
-85.7262,-4.31E-06
-85.7262,-4.31E-06
-85.7262,-4.31E-06
-85.7262,-4.31E-06
-85.7262,-4.31E-06
-85.7262,-4.31E-06
-85.7262,-4.31E-06
-85.7262,-4.31E-06
-85.7262,-4.31E-06
-85.7262,-4.31E-06
-85.7262,-4.31E-06
-85.7262,-4.31E-06
-85.7263,-4.31E-06
-85.7263,-4.31E-06
-85.7263,-4.31E-06
-85.7263,-4.31E-06
-85.7263,-4.31E-06
-85.7263,-4.31E-06
-85.7263,-4.31E-06
-85.7263,-4.31E-06
-85.7263,-4.31E-06
-85.7263,-4.31E-06
-85.7263,-4.31E-06
-85.7263,-4.31E-06
-85.7263,-4.31E-06
-85.7263,-4.31E-06
-85.7263,-4.31E-06
-85.7263,-4.31E-06
-85.7263,-4.31E-06
-85.7263,-4.31E-06
-85.7263,-4.31E-06
-85.7263,-4.31E-06
-85.7263,-4.31E-06
-85.7264,-4.31E-06
-85.7264,-4.31E-06
-85.7264,-4.31E-06
-85.7264,-4.31E-06
-85.7264,-4.31E-06
-85.7264,-4.31E-06
-85.7264,-4.31E-06
-85.7264,-4.31E-06
-85.7264,-4.31E-06
-85.7264,-4.31E-06
-85.7264,-4.31E-06
-85.7264,-4.31E-06
-85.7264,-4.31E-06
-85.7264,-4.31E-06
-85.7264,-4.31E-06
