fast_sodium_current | i_Na (picoA_per_picoF),membrane | V (millivolt)
-3.26544e-06,-86.3992
-3.26544e-06,-86.3992
-3.26544e-06,-86.3992
-3.26544e-06,-86.3992
-3.26544e-06,-86.3992
-3.26544e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26543e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26542e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.26541e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.2654e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26539e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26538e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26537e-06,-86.3992
-3.26536e-06,-86.3992
-3.26536e-06,-86.3992
-3.26536e-06,-86.3992
-3.26536e-06,-86.3992
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26536e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26535e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26534e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26533e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26532e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.26531e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.2653e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26529e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26528e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26527e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26526e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26525e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3993
-3.26524e-06,-86.3994
-3.26524e-06,-86.3994
-3.26524e-06,-86.3994
-3.26524e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26523e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26522e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.26521e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.2652e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26519e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26518e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26517e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26516e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26515e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26514e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26513e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26512e-06,-86.3994
-3.26511e-06,-86.3994
-3.26511e-06,-86.3994
-3.26511e-06,-86.3994
-3.26511e-06,-86.3994
-3.26511e-06,-86.3994
-3.26511e-06,-86.3994
-3.26511e-06,-86.3994
-3.26511e-06,-86.3994
-3.26511e-06,-86.3994
-3.26511e-06,-86.3994
-3.26511e-06,-86.3994
-3.26511e-06,-86.3994
-3.26511e-06,-86.3994
-3.26511e-06,-86.3994
-3.26511e-06,-86.3994
-3.26511e-06,-86.3994
-3.26511e-06,-86.3994
-3.26511e-06,-86.3994
-3.26511e-06,-86.3995
-3.26511e-06,-86.3995
-3.26511e-06,-86.3995
-3.26511e-06,-86.3995
-3.26511e-06,-86.3995
-3.26511e-06,-86.3995
-3.26511e-06,-86.3995
-3.26511e-06,-86.3995
-3.26511e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
-3.2651e-06,-86.3995
